Prompt,Label
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] transactions_and_payments""}",1
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] orders""}",1
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] shipping""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] cart""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] customerInfo""}",1
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] events""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] order_items""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] campaigns""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] suppliers""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] refunds_returns""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] product_reviews_and_ratings""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] products""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] wishlist""}",0
"{""What is the average total transaction amount for orders with a total amount greater than $1000, and what is the average number of loyalty points earned for these transactions, considering only customers who have participated in the exclusive beta testing program and have a loyalty membership unique identifier greater than 5000, and have made a payment using the same billing and shipping address, and have not had any chargeback requests, and their transaction status is 'completed', and the transaction date and time is within the last 6 months? [SEP] inventory""}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] inventory'}",1
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] product_reviews_and_ratings'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] products'}",1
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] order_items'}",1
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] cart'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] shipping'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] refunds_returns'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] wishlist'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] suppliers'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] transactions_and_payments'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] campaigns'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] customers_loyalty_program'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] events'}",0
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] orders'}",1
"{'Analyze the inventory data to identify products that are frequently restocked but have low sales volume. Specifically, find products that have been restocked more than 5 times in the last year, have a stock turnover rate less than 0.5, and have not been part of any completed orders within the last year. Additionally, include the last updated timestamp, expiry date, and the total quantity sold for each product. [SEP] customerInfo'}",0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] campaigns'},1
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] events'},1
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] shipping'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] customers_loyalty_program'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] orders'},1
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] cart'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] product_reviews_and_ratings'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] transactions_and_payments'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] order_items'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] suppliers'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] wishlist'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] refunds_returns'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] products'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] customerInfo'},1
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] inventory'},0
{'List the number of customers grouped by their marital status and average income. [SEP] customerInfo'},1
{'List the number of customers grouped by their marital status and average income. [SEP] customers_loyalty_program'},0
{'List the number of customers grouped by their marital status and average income. [SEP] campaigns'},0
{'List the number of customers grouped by their marital status and average income. [SEP] transactions_and_payments'},0
{'List the number of customers grouped by their marital status and average income. [SEP] cart'},0
{'List the number of customers grouped by their marital status and average income. [SEP] suppliers'},0
{'List the number of customers grouped by their marital status and average income. [SEP] orders'},0
{'List the number of customers grouped by their marital status and average income. [SEP] shipping'},0
{'List the number of customers grouped by their marital status and average income. [SEP] events'},0
{'List the number of customers grouped by their marital status and average income. [SEP] product_reviews_and_ratings'},0
{'List the number of customers grouped by their marital status and average income. [SEP] wishlist'},0
{'List the number of customers grouped by their marital status and average income. [SEP] order_items'},0
{'List the number of customers grouped by their marital status and average income. [SEP] refunds_returns'},0
{'List the number of customers grouped by their marital status and average income. [SEP] inventory'},0
{'List the number of customers grouped by their marital status and average income. [SEP] products'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] shipping'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] order_items'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] cart'},1
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] products'},1
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] inventory'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] orders'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] wishlist'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] product_reviews_and_ratings'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] refunds_returns'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] suppliers'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] customers_loyalty_program'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] transactions_and_payments'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] campaigns'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] events'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] customerInfo'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] customers_loyalty_program'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] transactions_and_payments'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] shipping'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] cart'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] campaigns'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] orders'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] product_reviews_and_ratings'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] refunds_returns'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] events'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] customerInfo'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] suppliers'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] wishlist'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] inventory'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] order_items'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] products'},0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] events""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] product_reviews_and_ratings""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] orders""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] shipping""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] cart""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] order_items""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] transactions_and_payments""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] campaigns""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] customers_loyalty_program""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] refunds_returns""}",0
