Prompt,Label
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] shipping'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] customers_loyalty_program'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] orders'},1
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] cart'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] product_reviews_and_ratings'},0
{'Retrieve the average time spent on the site by customers who clicked on a promotion email and placed an order. [SEP] customerInfo'},1
{'List the number of customers grouped by their marital status and average income. [SEP] customerInfo'},1
{'List the number of customers grouped by their marital status and average income. [SEP] customers_loyalty_program'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] shipping'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] order_items'},0
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] cart'},1
{'Retrieve the total discounted price and the estimated delivery date for all items in the cart that are also available in the products table. [SEP] products'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] customers_loyalty_program'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] transactions_and_payments'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] shipping'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] cart'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] campaigns'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] orders'},1
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] product_reviews_and_ratings'},0
{'Find the total loyalty points earned by customers who have made transactions in the last month and have an anniversary reward voucher status of true [SEP] customerInfo'},1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] events""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] product_reviews_and_ratings""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] orders""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] shipping""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] cart""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] order_items""}",1
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] transactions_and_payments""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] campaigns""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] customers_loyalty_program""}",0
"{""Find the number of events where the event type is 'ORDER_COMPLETION' and the device platform is 'ANDROID', and the customer has also left a review with 5 stars. Then, group these events by the event timestamp and find the total number of such events for each group. Finally, find the top 5 results with the highest total number of events. [SEP] customerInfo""}",1
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] shipping""}",0
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] wishlist""}",1
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] cart""}",0
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] order_items""}",0
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] inventory""}",1
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] refunds_returns""}",0
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] customers_loyalty_program""}",1
"{""Find all users who have 'free shipping eligibility' as true and also have products in the wishlist which are currently out of stock. [SEP] customerInfo""}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] shipping'}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] orders'}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] campaigns'}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] order_items'}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] refunds_returns'}",1
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] transactions_and_payments'}",0
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] cart'}",0
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] events'}",0
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] product_reviews_and_ratings'}",0
"{'Find the total shipping costs and the estimated delivery dates for orders that were part of successful campaigns (ROI > 100%) and had at least one item that was part of a refund request. Include the campaign name, shipping carrier, and the total price of items in the order. [SEP] suppliers'}",0
{'What is the total discount amount redeemed by customers who have participated in exclusive beta testing and have a loyalty membership unique identifier greater than 1000? [SEP] customers_loyalty_program'},1
{'What is the total discount amount redeemed by customers who have participated in exclusive beta testing and have a loyalty membership unique identifier greater than 1000? [SEP] transactions_and_payments'},0
{'What is the total discount amount redeemed by customers who have participated in exclusive beta testing and have a loyalty membership unique identifier greater than 1000? [SEP] campaigns'},0
{'What is the total discount amount redeemed by customers who have participated in exclusive beta testing and have a loyalty membership unique identifier greater than 1000? [SEP] customerInfo'},1
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] shipping'}",0
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] orders'}",1
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] cart'}",1
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] order_items'}",1
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] refunds_returns'}",0
"{'Retrieve the total amount of all orders that contain products from the cart of user with ID 123 and have a shipping date after January 1, 2023. [SEP] transactions_and_payments'}",0
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] campaigns'},1
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] customers_loyalty_program'},0
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] orders'},1
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] events'},0
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] transactions_and_payments'},1
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] suppliers'},0
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] cart'},0
{'What are the campaign names of the campaigns that have generated more than $1000 in revenue and have a cost per acquisition of less than $10? [SEP] customerInfo'},1
"{'Show the average rating of reviews submitted by customers who are verified and have active subscriptions, and the number of helpful votes they received. [SEP] product_reviews_and_ratings'}",1
"{'Show the average rating of reviews submitted by customers who are verified and have active subscriptions, and the number of helpful votes they received. [SEP] customers_loyalty_program'}",0
"{'Show the average rating of reviews submitted by customers who are verified and have active subscriptions, and the number of helpful votes they received. [SEP] suppliers'}",0
"{'Show the average rating of reviews submitted by customers who are verified and have active subscriptions, and the number of helpful votes they received. [SEP] customerInfo'}",1
{'Find the product name and average review rating for products with more than 100 reviews [SEP] product_reviews_and_ratings'},1
{'Find the product name and average review rating for products with more than 100 reviews [SEP] products'},1
{'Find the product name and average review rating for products with more than 100 reviews [SEP] wishlist'},0
{'Find the product name and average review rating for products with more than 100 reviews [SEP] cart'},0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] product_reviews_and_ratings'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] suppliers'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] shipping'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] products'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] cart'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] orders'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] customers_loyalty_program'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] order_items'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] inventory'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] wishlist'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] transactions_and_payments'}",1
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] refunds_returns'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] campaigns'}",0
"{'Find the total number of orders placed by premium customers who have purchased products with an average supplier rating greater than 4 and have a total number of verified reviews greater than 1000, along with the total amount spent by these customers, the average rating given by them, and the total number of helpful votes received by their reviews. [SEP] customerInfo'}",1
{'List the orders with a discount applied greater than 10% in any currency. [SEP] orders'},1
{'List the orders with a discount applied greater than 10% in any currency. [SEP] shipping'},0
{'List the orders with a discount applied greater than 10% in any currency. [SEP] order_items'},0
{'List the orders with a discount applied greater than 10% in any currency. [SEP] transactions_and_payments'},1
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] cart'},1
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] order_items'},0
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] wishlist'},0
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] shipping'},0
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] products'},1
{'Find the total number of products and the total price for each cart associated with a specific user. [SEP] customerInfo'},1
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] wishlist""}",1
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] shipping""}",0
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] customers_loyalty_program""}",0
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] order_items""}",0
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] products""}",1
"{""List all items in the wishlist where the expected purchase date is within the next 30 days and the priority level is 'high'. [SEP] customerInfo""}",1
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] suppliers'}",1
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] inventory'}",1
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] products'}",1
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] order_items'}",0
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] product_reviews_and_ratings'}",0
"{'Find the total number of products supplied by each supplier, along with the average supplier rating and the number of inventories associated with each supplier, ordered by the total number of products supplied in descending order. [SEP] shipping'}",0
"{""Retrieve the total time spent and the average scroll depth percentage for events where the event type is 'purchase' and the device platform is 'mobile'. [SEP] events""}",1
"{""Retrieve the total time spent and the average scroll depth percentage for events where the event type is 'purchase' and the device platform is 'mobile'. [SEP] campaigns""}",0
"{""Find all reviews of products that have been purchased more than 5 times, with the customer's review submission date and the total number of helpful votes received. [SEP] product_reviews_and_ratings""}",1
"{""Find all reviews of products that have been purchased more than 5 times, with the customer's review submission date and the total number of helpful votes received. [SEP] cart""}",0
"{""Find all reviews of products that have been purchased more than 5 times, with the customer's review submission date and the total number of helpful votes received. [SEP] products""}",1
"{""Find all reviews of products that have been purchased more than 5 times, with the customer's review submission date and the total number of helpful votes received. [SEP] wishlist""}",0
"{""Find all reviews of products that have been purchased more than 5 times, with the customer's review submission date and the total number of helpful votes received. [SEP] suppliers""}",0
